CustomerID,Recency,Tenure,Frequency,TotalSpend,AvgOrderValue,StdOrderValue,MaxOrderValue,TotalQuantity,AvgQuantityPerOrder,AvgUnitPrice,StdUnitPrice,UniqueProducts,AvgDaysBetweenPurchases,StdDaysBetweenPurchases,PreferredDay,PreferredHour,TotalCancellations,CancellationRate,Country,IsUK,ItemsPerOrder,SpendPerItem,OrdersPerMonth,ProductDiversityRatio,RecencyFrequencyRatio,Churned
12346.0,236,236,1,77183.6,77183.6,0.0,77183.6,74215,74215.0,1.04,0.0,1,0.0,0.0,1,10,1,0.5,United Kingdom,1,74215.0,1.04,0.11278195488721804,1.3474365020548406e-05,118.0,1
12347.0,40,277,5,2790.86,22.50693548387097,25.0425981852068,249.60000000000002,1590,12.82258064516129,2.797661290322581,2.2885381100368427,82,1.910569105691057,10.569836552919407,1,14,0,0.0,Iceland,0,318.0,1.7552578616352201,0.488599348534202,0.05157232704402516,6.666666666666667,0
12348.0,159,268,3,1487.24,53.11571428571428,46.0719184519298,240.0,2124,75.85714285714286,4.864642857142857,12.40005420601738,22,4.037037037037037,15.166971913900186,3,19,0,0.0,Finland,0,708.0,0.7002071563088512,0.30201342281879195,0.010357815442561206,39.75,0
12350.0,220,220,1,334.4,19.670588235294115,7.275538185065964,40.0,197,11.588235294117647,3.841176470588235,9.334750855240422,17,0.0,0.0,2,16,0,0.0,Norway,0,197.0,1.69746192893401,0.12000000000000002,0.08629441624365482,110.0,1
12352.0,172,207,5,1561.81,41.10026315789474,74.73218386568321,376.5,254,6.684210526315789,27.449473684210524,78.70878641660639,26,0.918918918918919,3.41059117047648,1,12,10,0.10526315789473684,Norway,0,50.8,6.148858267716535,0.6329113924050632,0.10236220472440945,28.666666666666668,0
12353.0,114,114,1,89.0,22.25,12.215427404174878,39.8,20,5.0,6.074999999999999,4.516174634946409,4,0.0,0.0,3,17,0,0.0,Bahrain,0,20.0,4.45,0.20833333333333334,0.2,57.0,1
12354.0,142,142,1,1079.4,18.610344827586207,8.679742086377074,54.08,530,9.137931034482758,4.5037931034482765,4.342805636745455,58,0.0,0.0,3,13,0,0.0,Spain,0,530.0,2.036603773584906,0.1744186046511628,0.10943396226415095,71.0,1
12355.0,124,124,1,459.4,35.33846153846154,29.70352219466962,120.0,240,18.46153846153846,4.203846153846154,3.4644901944863844,13,0.0,0.0,0,13,0,0.0,Bahrain,0,240.0,1.9141666666666666,0.1948051948051948,0.05416666666666667,62.0,1
12356.0,156,236,2,2753.08,48.29964912280702,49.29934558262094,324.0,1586,27.82456140350877,2.897719298245614,3.6713918232462595,53,1.4285714285714286,10.690449676496975,1,9,0,0.0,Portugal,0,793.0,1.7358638083228246,0.22556390977443608,0.033417402269861285,52.0,0
12358.0,61,61,1,484.86,40.405,29.002461494281356,80.0,100,8.333333333333334,7.719166666666666,10.520785883481357,12,0.0,0.0,1,10,0,0.0,Austria,0,100.0,4.8486,0.32967032967032966,0.12,30.5,0
12359.0,100,242,3,3495.73,24.445664335664336,30.846354055778203,290.0,965,6.748251748251748,9.321608391608391,23.266999287522292,135,0.9929577464788732,9.879053331964082,0,14,6,0.023622047244094488,Cyprus,0,321.6666666666667,3.6225181347150257,0.33088235294117646,0.13989637305699482,25.0,0
12360.0,23,111,2,1618.28,21.577066666666667,24.74255720868854,160.0,674,8.986666666666666,3.610133333333333,6.875821620355997,63,1.1891891891891893,10.229792209456097,0,9,0,0.0,Austria,0,337.0,2.4010089020771512,0.425531914893617,0.09347181008902077,7.666666666666667,0
12361.0,197,197,1,189.9,18.990000000000002,3.280396317520186,23.4,91,9.1,3.335,4.129571540863665,10,0.0,0.0,4,13,0,0.0,Belgium,0,91.0,2.086813186813187,0.13215859030837004,0.10989010989010989,98.5,1
12362.0,30,206,4,1747.35,16.64142857142857,6.8789427056236425,45.0,988,9.40952380952381,2.97,3.376570005197582,89,1.6730769230769231,10.142137715044033,3,15,8,0.029197080291970802,Belgium,0,247.0,1.768572874493927,0.5084745762711864,0.09008097165991903,6.0,0
12363.0,20,152,2,552.0,24.0,15.751238912311859,69.36,408,17.73913043478261,2.3117391304347827,2.4585576928056323,23,6.0,28.142494558940577,0,13,0,0.0,Unspecified,0,204.0,1.3529411764705883,0.32967032967032966,0.056372549019607844,6.666666666666667,1
12364.0,22,22,1,623.92,18.350588235294115,8.115940895126744,45.0,555,16.323529411764707,2.041764705882353,3.026434516448843,34,0.0,0.0,4,15,0,0.0,Belgium,0,555.0,1.12418018018018,0.5769230769230769,0.06126126126126126,11.0,0
12365.0,201,201,2,641.38,29.153636363636362,65.1966351414414,320.69,174,7.909090909090909,17.150454545454547,67.84281008873329,22,0.0,0.0,0,13,1,0.043478260869565216,Cyprus,0,87.0,3.6860919540229884,0.2597402597402597,0.12643678160919541,67.0,1
12370.0,185,270,3,2806.41,20.189999999999998,21.88285742939806,163.2,1973,14.194244604316546,2.7666906474820143,3.5917004548306557,125,0.6159420289855072,7.066237669335396,1,12,0,0.0,Cyprus,0,657.6666666666666,1.4224075012671058,0.3,0.06335529650278764,46.25,0
12372.0,123,207,2,914.9200000000001,23.45948717948718,15.886150530492367,70.80000000000001,592,15.179487179487179,2.9382051282051282,3.9939110707457717,32,2.1842105263157894,13.464377953853289,2,12,0,0.0,Denmark,0,296.0,1.545472972972973,0.2531645569620253,0.05405405405405406,41.0,0
12373.0,221,221,1,364.6,26.042857142857144,10.26028296848613,40.0,197,14.071428571428571,4.582142857142857,10.219544005009698,14,0.0,0.0,1,13,0,0.0,Austria,0,197.0,1.8507614213197972,0.1195219123505976,0.07106598984771574,110.5,1
12375.0,8,8,1,230.3,20.936363636363637,10.557961235700077,40.0,87,7.909090909090909,6.1018181818181825,11.434887684784506,11,0.0,0.0,4,14,1,0.05555555555555555,Finland,0,87.0,2.647126436781609,0.7894736842105263,0.12643678160919541,4.0,0
12377.0,225,265,2,1628.12,21.144415584415583,15.531661592534688,80.0,944,12.25974025974026,2.718831168831169,4.650517224778668,72,0.5131578947368421,4.473606810475954,0,9,0,0.0,Switzerland,0,472.0,1.7247033898305084,0.20338983050847456,0.07627118644067797,75.0,1
12378.0,40,40,1,4008.62,18.30420091324201,8.958342412809236,69.36,2529,11.547945205479452,2.9974429223744297,2.996434707163832,219,0.0,0.0,1,10,0,0.0,Switzerland,0,2529.0,1.5850612890470541,0.4285714285714286,0.08659549228944247,20.0,1
